session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
878ebe94-97a2-4dd0-af7c-47bf8c8df6a3,18269230-ec08-448f-a5ac-d88b3d09da97,VideoClip,NA,NA,EdgertronicVideos,Plays/18269230-ec08-448f-a5ac-d88b3d09da97/Edgertronic/ace9b065-3ada-4663-b37e-65463c531664.mov,Frg5QUaw+YZZHshpuRMNow==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1768340409/trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/18269230-ec0.mp4,trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/18269230-ec0,2026-01-13 21:43:44
878ebe94-97a2-4dd0-af7c-47bf8c8df6a3,1b4f8bb0-92b0-4822-9929-45fa7575c0c3,VideoClip,NA,NA,EdgertronicVideos,Plays/1b4f8bb0-92b0-4822-9929-45fa7575c0c3/Edgertronic/40fb407a-7e02-431b-b214-07f0589bc294.mov,GUrawLQ8EJimnlusp60nmA==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1768340411/trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/1b4f8bb0-92b.mp4,trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/1b4f8bb0-92b,2026-01-13 21:43:44
878ebe94-97a2-4dd0-af7c-47bf8c8df6a3,1bea8a05-d433-4ccf-a092-d23736a69ef8,VideoClip,NA,NA,EdgertronicVideos,Plays/1bea8a05-d433-4ccf-a092-d23736a69ef8/Edgertronic/4dc2b123-ac6a-43d7-ba91-4f08620841ff.mov,Idsj4IIGolDt+zkZzydwgw==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1768340412/trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/1bea8a05-d43.mp4,trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/1bea8a05-d43,2026-01-13 21:43:44
878ebe94-97a2-4dd0-af7c-47bf8c8df6a3,226b7c3b-8cf0-4ec1-bdee-5b12c483a137,VideoClip,NA,NA,EdgertronicVideos,Plays/226b7c3b-8cf0-4ec1-bdee-5b12c483a137/Edgertronic/83ef32d7-44b0-43a8-b804-4e92c5136c58.mov,dauzPZk7cOiQpUoR1pDtHw==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1768340414/trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/226b7c3b-8cf.mp4,trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/226b7c3b-8cf,2026-01-13 21:43:44
878ebe94-97a2-4dd0-af7c-47bf8c8df6a3,2e943a79-fc09-403a-afd2-f98640647ba9,VideoClip,NA,NA,EdgertronicVideos,Plays/2e943a79-fc09-403a-afd2-f98640647ba9/Edgertronic/2f634e9c-3784-4023-9aa2-7250f3f06351.mov,inEB1egXsq0YGSds9WgdxA==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1768340415/trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/2e943a79-fc0.mp4,trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/2e943a79-fc0,2026-01-13 21:43:45
878ebe94-97a2-4dd0-af7c-47bf8c8df6a3,3abbcf99-a827-4ac9-8a73-d5df73e23d6d,VideoClip,NA,NA,EdgertronicVideos,Plays/3abbcf99-a827-4ac9-8a73-d5df73e23d6d/Edgertronic/8763e230-53a8-4689-9ddb-9c367933d5b8.mov,dQi9jUqKbjhqDEhDmOXg7w==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1768340417/trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/3abbcf99-a82.mp4,trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/3abbcf99-a82,2026-01-13 21:43:45
878ebe94-97a2-4dd0-af7c-47bf8c8df6a3,4784a9b6-e84c-4f87-8f04-e0720486ca8e,VideoClip,NA,NA,EdgertronicVideos,Plays/4784a9b6-e84c-4f87-8f04-e0720486ca8e/Edgertronic/fb4ec671-d26b-443a-b427-28a5254f9a4f.mov,OUTAZcS/l3J1y6CROj8lQw==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1768340419/trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/4784a9b6-e84.mp4,trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/4784a9b6-e84,2026-01-13 21:43:45
878ebe94-97a2-4dd0-af7c-47bf8c8df6a3,51104d67-085b-481b-a1a9-09fded47f2f6,VideoClip,NA,NA,EdgertronicVideos,Plays/51104d67-085b-481b-a1a9-09fded47f2f6/Edgertronic/24326143-0a30-4048-b6fc-89c9e9c892dd.mov,2pthAoMxFme9Qp/FIQ3sTg==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1768340423/trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/51104d67-085.mp4,trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/51104d67-085,2026-01-13 21:43:45
878ebe94-97a2-4dd0-af7c-47bf8c8df6a3,77fa7d58-3df9-4381-a842-325d1bea5966,VideoClip,NA,NA,EdgertronicVideos,Plays/77fa7d58-3df9-4381-a842-325d1bea5966/Edgertronic/248d7088-3120-4836-8cb2-5d91d0d1775e.mov,nIbwMpcenwU/RxVFWYh93w==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1768340425/trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/77fa7d58-3df.mp4,trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/77fa7d58-3df,2026-01-13 21:43:46
878ebe94-97a2-4dd0-af7c-47bf8c8df6a3,870deb94-4a5a-4b30-8bf9-9d8fe321ea44,VideoClip,NA,NA,EdgertronicVideos,Plays/870deb94-4a5a-4b30-8bf9-9d8fe321ea44/Edgertronic/6cb75a15-140b-452f-88b8-040881e247ed.mov,SeToXtPhaK5gVCbUEP7CdQ==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1768340426/trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/870deb94-4a5.mp4,trackman/878ebe94-97a2-4dd0-af7c-47bf8c8df6a3/VideoClip/870deb94-4a5,2026-01-13 21:43:46
